path,target,language,extension,loc_total,loc_nonempty,bytes,sha256,encoding,line_endings
frontend/src/components/traceability/TraceabilityGraph.tsx,prod,TypeScript,.tsx,578,529,17048,81c4a162c0555cd127bc5aa9a9fc9dc5149d25c00292aede36d86bbf51d754be,utf-8,LF
frontend/src/components/traceability/ValidationPanel.tsx,prod,TypeScript,.tsx,146,139,4613,7cf18b7e646b0142f2c56bf115e6257551b207e9882db74a2b39fe11c696625a,utf-8,LF
frontend/src/components/traceability/nodes/BaseNode.tsx,prod,TypeScript,.tsx,113,105,3008,ee7dc7add1d0c7a5837b95a731b64b090897b4eb75390937dafa6ed4cf31c925,utf-8,LF
frontend/src/components/traceability/nodes/CommitSourceNode.tsx,prod,TypeScript,.tsx,43,40,1041,9fd5c7c8aab81e51bc460b2bf4be6caf10979b45c6835e2b5a784c3e699ea5fd,utf-8,LF
frontend/src/components/traceability/nodes/ConfluenceSourceNode.tsx,prod,TypeScript,.tsx,36,33,891,aad21cf411c1d0e8602b54cd731076802e3cc692a10db92555accd1274392310,utf-8,LF
frontend/src/components/traceability/nodes/CreateLinkActionNode.tsx,prod,TypeScript,.tsx,37,34,878,0fce976f2efb89cf74e49ef8c0bb9cdf55d1f564aa200b06416672a262aa52d1,utf-8,LF
frontend/src/components/traceability/nodes/DecisionNode.tsx,prod,TypeScript,.tsx,76,70,2045,c10875c47c7f8d9d226e1d0c683ab7a0a4a7aa1b88ce3b39edb77adaaf098783,utf-8,LF
frontend/src/components/traceability/nodes/FilterNode.tsx,prod,TypeScript,.tsx,44,41,1053,7b75b6d815c625e39ae7c53f03479dc3b351dc52449d75815cba8bb327a1f00d,utf-8,LF
frontend/src/components/traceability/nodes/JiraIssueSourceNode.tsx,prod,TypeScript,.tsx,32,29,1007,9f87abe3ebc6dc0312c4ed1c5900fac87619abdfe0cf51039ae0f2384b73c935,utf-8,LF
frontend/src/components/traceability/nodes/JiraKeyExtractorNode.tsx,prod,TypeScript,.tsx,37,34,919,ad96b38844a2c6476e52f89b8de1b27b4f78f291105ab0bd999f49be02847ca3,utf-8,LF
frontend/src/hooks/useCapacityCalc.ts,prod,TypeScript,.ts,307,272,8265,fa125647c7aa4fab5766ee7ed27a3dc9dbed9745b041ddf556a4c53d3cabfd42,utf-8,LF
frontend/src/hooks/useDebounce.ts,prod,TypeScript,.ts,287,247,7490,e35653ebd35dfbc2c668d219fd213d894de805eea10b9df10f7cd424a728718c,utf-8,LF
frontend/src/hooks/useParallelLoading.ts,prod,TypeScript,.ts,288,254,7332,bee05148f604d9395f0e57e7842879c1d0edc1ab5764dbcb22bc000c21f8a7f4,utf-8,LF
frontend/src/hooks/useTaskStatuses.ts,prod,TypeScript,.ts,254,224,5820,d331eb1a52acd4742089bb3cd527754375907d6308ab5e955c8b4ac2b20974d4,utf-8,LF
frontend/src/index.css,prod,CSS,.css,17,15,398,69cb8ffd0d1901902a7e300fb58afe5240c78a46ae0a846b3ac9f58dc537909e,utf-8,LF
frontend/src/index.tsx,prod,TypeScript,.tsx,31,28,787,77af52d649b792bbfa805d528c63108fdac2cf7120d5a3e38d44e4e894b48847,utf-8,LF
frontend/src/pages/Analytics.tsx,prod,TypeScript,.tsx,841,791,36398,dde33963749f633fdd795063b14f229a817252315d21dfc9546347769695ed16,utf-8,LF
frontend/src/pages/AnalyticsDashboard.tsx,prod,TypeScript,.tsx,367,347,14196,8b6e6b9cc3710f8c838338b2855d59103063a3ff6b8ba002e3b8c347b53630c0,utf-8,LF
frontend/src/pages/Dashboard.tsx,prod,TypeScript,.tsx,1099,1024,40354,6093c6572634e9fd2c1bdb58e8d1e3338c92600ed53057182ee89d3beefdc1eb,utf-8,LF
frontend/src/pages/JiraFieldsConfig.tsx,prod,TypeScript,.tsx,651,613,23125,aa0cf1f8391e9a73ec1e53436c07de9babd127bfb57ca141f663972d8412b3de,utf-8,LF
frontend/src/pages/Knowledge.tsx,prod,TypeScript,.tsx,694,647,27214,fc56c57c521e1e4e59e19b079aba540a55a177bd61140773d483cac431f15c48,utf-8,LF
frontend/src/pages/Login.tsx,prod,TypeScript,.tsx,487,434,15184,c45b8fa649cdf72db9e97085197282e753e67c7a5fb6199501a2d0eca220e656,utf-8,LF
frontend/src/pages/Profile.tsx,prod,TypeScript,.tsx,199,182,6574,3223e38cb4bda3cf3ef4cdf22e8f643cc063cf68068613b32406fc74f850e4fe,utf-8,LF
frontend/src/pages/ProjectDetail.tsx,prod,TypeScript,.tsx,2604,2394,87379,2ca14cbf42c09880e43a36471aa15b33adb817bf9fd423902276ec0d51120dac,utf-8,LF
frontend/src/pages/Projects.tsx,prod,TypeScript,.tsx,620,583,19841,fa2443195a776d0016bb2dd85cbbe3cb1f7599d91f820be1b4e3c33e924ce99f,utf-8,LF
frontend/src/pages/Quality.tsx,prod,TypeScript,.tsx,336,313,15065,f355aa9cb249aaed23432c42149f28fb33dd1ca38b2cf0da576cdf2cdf3a06e7,utf-8,LF
frontend/src/pages/Settings.tsx,prod,TypeScript,.tsx,744,710,29949,0c6acdf343c3f7a0e681cceebdb596b419f24e6867817176366c6517a96d19ac,utf-8,LF
frontend/src/pages/SprintCapacity.tsx,prod,TypeScript,.tsx,192,179,5673,f66777e1605e2c565f9a2e915824ca6adee9713d46d26c79e99ce507f2bd3c02,utf-8,LF
frontend/src/pages/Tasks.tsx,prod,TypeScript,.tsx,380,356,12978,543d2673529577b3a2eb1f871df6985dfeae2dbcb7e46fdbf7a3f2d328d14ba5,utf-8,LF
frontend/src/pages/Testing.tsx,prod,TypeScript,.tsx,481,457,25151,943a62007df84d1cb53b035564c6198c934d72fa902e7411385f0feff160696e,utf-8,LF
frontend/src/pages/Traceability.tsx,prod,TypeScript,.tsx,1107,1035,44719,187847c695b97c94efb436a499e20b709f036ae5226e77e315b4fc9e99313389,utf-8,LF
frontend/src/pages/TraceabilityExecutionHistory.tsx,prod,TypeScript,.tsx,265,247,9402,e235127dda037e54c88bf873583b927c5a7f58e6b59a7072cb95cf69571107fe,utf-8,LF
frontend/src/pages/TraceabilityFlowBuilder.tsx,prod,TypeScript,.tsx,335,304,11258,84913007fcb347cd2f840803d519ed50df6f0a844ea5f46338d43344bc64db2f,utf-8,LF
frontend/src/pages/TraceabilityVisualization.tsx,prod,TypeScript,.tsx,448,416,15209,916635ffe3e6bec465eba1ab26cde955074d43af818096579856e3fe0f98f4a5,utf-8,LF
frontend/src/pages/__tests__/Dashboard.test.tsx,test,TypeScript,.tsx,286,250,8159,32080d39938fa98b88f13495cc604ae63567b7e670cbc4da037cc3973145fcfa,utf-8,LF
frontend/src/pages/__tests__/Traceability.test.tsx,test,TypeScript,.tsx,136,119,4039,2e19f155c3090137696f6df1f161ac8eaeed073e83ee50e302bed9763c750252,utf-8,LF
frontend/src/services/analytics.ts,prod,TypeScript,.ts,334,289,8796,df08309e245112e283db6963e75f4e51711e53ba03c34608d5d3598612411b2c,utf-8,LF
frontend/src/services/api/analytics.ts,prod,TypeScript,.ts,360,305,12273,1af97d367e092d23bf99e1b7fb60582510d1885b5b97c40ebcd0b6c21692f4dc,utf-8,LF
frontend/src/services/api/capacity.ts,prod,TypeScript,.ts,194,164,6960,48e5d8e6838b32a0114cb62bde067bfbc12791e30c3707175da44312afa400b9,utf-8,LF
frontend/src/services/api/client.ts,prod,TypeScript,.ts,154,132,4255,2611e931f56393af5fd921e848b28bcd5375cbb61d5780d23b0ddd724dc04bb9,utf-8,LF
frontend/src/services/api/index.ts,prod,TypeScript,.ts,361,342,9006,39f51650c449dffee698483e766306e80135f900f5136e513bdbb7b8da701d35,utf-8,LF
frontend/src/services/api/integrations.ts,prod,TypeScript,.ts,314,274,9312,c7e36310ce04cb56e006b0cfe02b890687f826082b1a8b60de771478281e7788,utf-8,LF
frontend/src/services/api/knowledge.ts,prod,TypeScript,.ts,228,191,6424,16d50b28fe8a3c2f058b3a033789b3d9415149466d0331ce9168426284812942,utf-8,LF
frontend/src/services/api/projects.ts,prod,TypeScript,.ts,287,247,9267,ca64f86dec1926a26bc4da4b4b5666f81be076b740706b7b49003b53fea29994,utf-8,LF
frontend/src/services/api/quality.ts,prod,TypeScript,.ts,222,197,6838,ddce79348f830054455626f5aa09d1bc9299aa6f189f7c972c153ec70416f0b4,utf-8,LF
frontend/src/services/api/sprints.ts,prod,TypeScript,.ts,219,188,6419,0b7f03cabd7ede1117706ffa60018c870ec86a7d44dc0c8121d54bc139124282,utf-8,LF
frontend/src/services/api/tasks.ts,prod,TypeScript,.ts,188,168,5747,66c4ffdde5ef733d6391f74478d129c2630c7a92ebc7dd124cd4ff5739e09f5f,utf-8,LF
frontend/src/services/api/testing.ts,prod,TypeScript,.ts,208,178,7153,e55bafbc65b0dd7670710ed2a1fe3449e10a0893abe4f63ad6361bd3e7bfcc25,utf-8,LF
frontend/src/services/api/traceability.ts,prod,TypeScript,.ts,517,454,18307,61d23e4018f1dc3b11955978487a85e13b4e44349f01a5542a00ef48e95bf2ea,utf-8,LF
frontend/src/services/api/types.ts,prod,TypeScript,.ts,1520,1375,37207,5fc0809515d4533cd789c541c4b2381cf9472032744f34d850affd73cef3f9d9,utf-8,LF
frontend/src/services/api/users.ts,prod,TypeScript,.ts,193,166,5683,639fc9a088b886c40177fa31d751abe5b13794070cae6d3a8c2463afe76e6653,utf-8,LF
frontend/src/services/jiraFieldsApi.ts,prod,TypeScript,.ts,200,179,5538,4bb4c7baf19d4a991d05c998a3f7bead9030f6d4122344c547078deb49aa62a3,utf-8,LF
frontend/src/store/authSlice.ts,prod,TypeScript,.ts,57,51,1393,6b711a4c5db519f5d31009b2968740e4f0323e074f296e6704c398affedc5f7d,utf-8,LF
frontend/src/store/dataThunks.ts,prod,TypeScript,.ts,186,159,5795,6bfb233105d0a72edb58ee2d90458b9a94f9eed512eff66fefc9f37791b30073,utf-8,LF
frontend/src/store/projectSlice.ts,prod,TypeScript,.ts,64,57,1705,26141e39ef5cf7996c08091a5197265371c3f1d95f556a9a2cf403a01772bbc8,utf-8,LF
frontend/src/store/sprintSlice.ts,prod,TypeScript,.ts,78,69,2141,48194c980223e8bc9fe3e3cae49873bc457efe5cb85c73c61d83398bbe325f32,utf-8,LF
frontend/src/store/store.ts,prod,TypeScript,.ts,17,15,488,f24d117780541cc703559d02828f4ca966588bc72982375a69a332ce9189dcdb,utf-8,LF
frontend/src/store/taskSlice.ts,prod,TypeScript,.ts,100,92,2978,37151456471c351536de8f6287f47c3610d001c47eab281e217e7dfb8420096b,utf-8,LF
frontend/src/test/setup-env.ts,test,TypeScript,.ts,20,19,642,fbcbfd03f980cb454adb5751e7d5fd7e0ea8075f87c3aa531af7da200fb035e4,utf-8,LF
frontend/src/test/setup.ts,test,TypeScript,.ts,43,38,917,3f59199289c8b083a13e81d840ce219325da9314375b135a0f7f5b06c677033c,utf-8,LF
frontend/src/theme.ts,prod,TypeScript,.ts,119,115,3024,41f12f8289f2575d2b03a9171aac4461a425421b16420589bd02b525ea0b4237,utf-8,LF
frontend/src/utils/apiOptimization.ts,prod,TypeScript,.ts,560,477,15023,29e381abb124aaec9a701edb9f18655e8280577a530d2465079efba11884e960,utf-8,LF
frontend/src/utils/backendHealth.ts,prod,TypeScript,.ts,123,104,3129,c27995ba29353e01ced829cf96453a6da31a812a18148bd17aaa1545eeea16ff,utf-8,LF
frontend/src/utils/env.ts,prod,TypeScript,.ts,8,5,324,6448b51cccd54f5a80874f2f1cad37be40a5cd1ad334b17bf6c5abfb539f952b,utf-8,LF
frontend/src/utils/errorUtils.ts,prod,TypeScript,.ts,79,70,1974,19cec3a0f19cb6d07c045daa714fc22e17c6d20922ed553655caad2522c9a56e,utf-8,LF
frontend/src/utils/logout.ts,prod,TypeScript,.ts,217,189,5714,d226f1d9e74788d5b480328bc09948428bbc1c855625e093f5b2e5d78e1804d9,utf-8,LF
frontend/src/utils/ruleTemplates.ts,prod,TypeScript,.ts,295,285,7572,a73b8a0a2d224c10ffc85875cca4c1a6483e4743f49abe2baad48e10b2cd4562,utf-8,LF
frontend/src/utils/ruleValidation.ts,prod,TypeScript,.ts,320,279,8661,5646e58eda2e6b4905e6d5a6fa69411aed1e46ba3982f07f3eead92b70237bf8,utf-8,LF
frontend/src/utils/smartDefaults.ts,prod,TypeScript,.ts,268,234,7315,9dc41d3d1dfa41b7affc3f8ca12cbb0dcf4f42b83b9d3c02a8c024017f803e22,utf-8,LF
frontend/src/utils/storage.ts,prod,TypeScript,.ts,241,204,6554,508d53b42f2597f71520b10ba8e4aaf08035c346670888d8cbbc3760fcd3738c,utf-8,LF
frontend/src/vite-env.d.ts,prod,TypeScript,.ts,11,8,197,cae4ae1e8863e490f471b5db3cc55886997a2b632c3d88ec11f750ee7a4fd786,utf-8,LF
frontend/tsconfig.json,prod,JSON,.json,26,26,534,ed06fd4f26af8be6fcf2e7de1ec2afbc8f5bba90a684724e3a6157f29d5cce92,utf-8,LF
frontend/vite.config.ts,prod,TypeScript,.ts,63,61,1786,6e319dc7aafcc4bb3d5af94baf805f4a424f07c21870a42659e329d681c6fb9e,utf-8,LF
frontend_src_pages_TraceabilityRules_MOCKUP.tsx,prod,TypeScript,.tsx,606,547,20857,59be626b05ad77ee80f8c2331f6ad7a243542ae13712464be784cd1df2806730,utf-8,LF
gitlab_api_authentication_research.md,prod,Markdown,.md,311,245,9792,83057d48c0c60d769f4869a594bbefacbdc7256ffbccd4ee61fe3253e3852597,utf-8,LF
patch_git_endpoints.py,prod,Python,.py,0,0,4938,dd1d7509802cdcd3e0532b55187a55168e7c5fca7e18461945db89443b517dfb,binary,LF
plan/plan_01_Overall_Plan.md,prod,Markdown,.md,56,47,2786,67f6719dc7e4877ac2c433f3effa634ad805a42dd84e971feb25b6698e3e2950,utf-8,LF
plan/plan_02_Architecture_and_Data_Model.md,prod,Markdown,.md,32,25,1168,ac7726373f9556cab6a270861969ae531e16a8274b6b41a32e7bc10aff2b12d5,utf-8,LF
plan/plan_03_Integrations_and_Sync.md,prod,Markdown,.md,33,26,1206,2b7dfcece5921a193401a41c3d6be3963c7fdf336a7c74ce41c5e087e7c970b8,utf-8,LF
plan/plan_04_Trace_Links_and_Rule_Engine.md,prod,Markdown,.md,31,24,1101,4254c4058f2f7ad63d37c6b9735eeeb2983cbe290ddd2fe377c3f1758df0adc5,utf-8,LF
plan/plan_05_Analytics_and_RTM_Matrix_API.md,prod,Markdown,.md,32,25,1204,be2c38fe2d5810d65788da78de3b0eadf5809ea7276047d037d32205d2dfb0b1,utf-8,LF
plan/plan_06_UI_UX_Matrix_Graph_and_Exports.md,prod,Markdown,.md,33,26,1173,c3bd9b62c8ca448060eac07926a9b27baadee3bda0c06640c26d5ac17d77a631,utf-8,LF
plan/plan_07_Security_Governance_and_Audit.md,prod,Markdown,.md,30,23,883,3fab78ed093f668473a0e860cd5a5f7594332cb5c471e55f29cc3d9213ce99f6,utf-8,LF
plan/plan_08_Ops_Performance_and_Observability.md,prod,Markdown,.md,30,23,1073,c1295f3eda165363c4f6916ff18f5b9984876605581e05e646f8e9cb145bf5b0,utf-8,LF
po_helper.iml,prod,Unknown,.iml,8,8,300,ce1d00b72cc7e76b3e562bcc4381734e19324aa8122da7f83585bde6b94fabe7,utf-8,LF
research.txt,prod,Text,.txt,449,449,50688,f5a57b6294de11408160e5bad8bfbae209c88c2d3f2245e22230fb4f02da0f08,utf-8,LF
scripts/check_bom.py,prod,Python,.py,91,78,1987,f542f3ad79ece28ad7e6053b0db5b4c2cf5016b88410b11e23dd1d592035446f,utf-8,LF
temp_commits_func.txt,prod,Text,.txt,95,85,3502,4def2ffc3f0b2ecd273096a8e2f1aac9b5e02458781bfa6133715b19c4cfc011,utf-8,LF
ticket_structure.xml,prod,XML,.xml,208,207,22255,5af403ca83f63fe61f251c1d3e4460fb35e422b08db84cf38218361c1b337656,utf-8,LF
